OBJECTID,PIC,Facility_Name,Facility_Address,City,STATE,ZIP_Code,Operational_Designation,Source,Full_Address,Confidence,Low_Income,longitude,latitude
6949,1556,DORSET 76,170 DORSET DR,DIXON,CALIFORNIA,95620,Service Station or Gas Station,ARB,,,,-121.82368069470817,38.46942036555763
6950,1538,COLONIAL ENERGY 40132,130 PLEASANT VLY RD,DIAMOND SPRINGS,CALIFORNIA,95619,Service Station or Gas Station,ARB,,,,-120.83077865980718,38.68954356378458
6951,1553,UNITED PETROLEUM BEACON,1105 N 1ST ST,DIXON,CALIFORNIA,95620,Service Station or Gas Station,ARB,,,,-121.82252330230843,38.45627522971829
6952,12997,BLACK GOLD PETROLEUM INC,2800 W A ST,DIXON,CALIFORNIA,95620,Service Station or Gas Station,ARB,,,,-121.85479971873187,38.44595861100125
6953,1555,7-ELEVEN INC #38010,1405 ARY LN,DIXON,CALIFORNIA,95620,Service Station or Gas Station,ARB,,,,-121.84124734738703,38.457162088959436
6954,10558,STOP N SAVE #130,639 PLEASANT VALLEY RD,DIAMOND SPRINGS,CALIFORNIA,95619,Service Station or Gas Station,ARB,,,,-120.81146369179575,38.6950353970661
6955,1540,JIFFY MART FUEL,680 PLEASANT VALLEY RD,DIAMOND SPRINGS,CALIFORNIA,95619,Service Station or Gas Station,ARB,,,,-120.8099280454428,38.69544431610249
6956,1557,SHELL,1900 N 1ST ST,DIXON,CALIFORNIA,95620,Service Station or Gas Station,ARB,,,,-121.8222033612959,38.463529157744546
6957,1554,SAFEWAY FUEL 1258,1200 PITT SCHOOL RD,DIXON,CALIFORNIA,95620,Hypermart,ARB,,,,-121.84089431492053,38.458000840766374
6958,11828,7-ELEVEN INC #24815,6170 AUBURN BLVD,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,,-121.32164338413475,38.678255458722624
6959,12848,QUIK STOP MARKET #161,613 PLEASANT VALLEY RD,DIAMOND SPRINGS,CALIFORNIA,95619,Service Station or Gas Station,ARB,,,,-120.81263640594518,38.694954925729405
6960,1146,CITY MARKET,6825 GREENBACK LN,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,YES,-121.30489743027206,38.67827033171063
6961,8891,CITRUS HEIGHTS (LOC. NO. 771),7000 AUBURN BLVD,CITRUS HEIGHTS,CALIFORNIA,95621,Hypermart,ARB,,,,-121.29592610200783,38.69259392207206
6962,1145,7-ELEVEN INC #22979,6701 AUBURN BLVD,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,,-121.30804512308387,38.68752960220962
6963,1147,SAM'S FUEL #4799,7147 GREENBACK LN,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,,-121.29772266596814,38.67835127878866
6964,1140,MANN PETROLEUM INC,6140 GREENBACK LN,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,,-121.32103916652409,38.679100514777154
6965,1724,ELK GROVE SHELL,8607 ELK GROVE BLVD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.38542729213572,38.40910417411854
6966,9280,CITRUS HEIGHTS SHELL,6141 GREENBACK LN,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,,-121.32063680984078,38.67916596833492
6967,8046,"Pacific Fuel & Auto Service, Inc.",8999 ELK GROVE BLVD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.36706269258903,38.409064621035625
6968,1730,BOND 76,9198 ELK GROVE FLORIN RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.37173672736787,38.42360403609757
6969,1141,CHEVRON STATION# 90102,6151 GREENBACK LN,CITRUS HEIGHTS,CALIFORNIA,95621,Service Station or Gas Station,ARB,,,YES,-121.3204375983163,38.67899082806452
6970,1722,CALVINE ROAD CHEVRON,8344 POWER INN RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.40569317000364,38.454996894691114
6971,1723,BOND ROAD CHEVRON,8501 BOND RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.389488639489,38.42362122663849
6972,1725,ELK GROVE SHELL,8901 ELK GROVE BLVD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.37136854672093,38.40903040003311
6973,12034,M & M Fuels Bond,9215 ELK GROVE FLORIN RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.37143335726346,38.42271643851307
6974,1732,Elk Grove Chevron,9603 E STOCKTON BLVD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.3845219994905,38.408671334914324
6975,1726,WILTON CHEVRON,8995 GRANT LINE RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.29990525672206,38.43152281132887
6976,1729,ELK GROVE SHELL,9190 E STOCKTON BLVD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.39040717195324,38.42426728071064
6977,1720,AMERICAN CO BRANDS,8010 ORCHARD LOOP LN,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.40596810354498,38.45533746435277
6978,1749,ELVERTA FOOD & LIQUOR,8008 DUTCH HAVEN RD,ELVERTA,CALIFORNIA,95626,Service Station or Gas Station,ARB,,,,-121.40792128713753,38.714717609530226
6979,13362,Sheldon Arco AM/PM,8361 SHELDON RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.39657895115754,38.438072967693444
6980,9453,GRANTLINE ARCO,10421 GRANT LINE RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.35503260816819,38.3809126906683
6981,1727,UNITED PACIFIC #1966,9001 GRANTLINE RD,ELK GROVE,CALIFORNIA,95624,Service Station or Gas Station,ARB,,,,-121.30013560997024,38.43131875155938
6982,11758,RALEY'S AISLE 1 #481,5345 HAZEL AVE,FAIR OAKS,CALIFORNIA,95628,Hypermart,ARB,,,,-121.2257691717098,38.663259051364335
6983,1850,Jaspreet Chevron,5365 DEWEY DR,FAIR OAKS,CALIFORNIA,95628,Service Station or Gas Station,ARB,,,,-121.30858895931293,38.66294568889261
6984,1847,TERACORP INC,4400 SUNRISE BLVD,FAIR OAKS,CALIFORNIA,95628,Service Station or Gas Station,ARB,,,,-121.27181170674469,38.64514910924421
6985,1851,SAFEWAY FUEL 1895,5400 DEWEY DR,FAIR OAKS,CALIFORNIA,95628,Hypermart,ARB,,,,-121.30847179203943,38.663656336770785
6986,1908,RILEY CHEVRON,1020 RILEY ST,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.1672019754906,38.670929548959705
6987,1849,QUAIL POINTE CHEVRON,5361 SUNRISE BLVD,FAIR OAKS,CALIFORNIA,95628,Service Station or Gas Station,ARB,,,,-121.27229070994818,38.66317628585704
6988,1846,JOE'S MARKET,11070 FAIR OAKS BLVD,FAIR OAKS,CALIFORNIA,95628,Service Station or Gas Station,ARB,,,,-121.26417191200392,38.65181410543677
6989,1915,SAM'S FUEL #6620,2495 IRON POINT ROAD,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.12038287856682,38.645671596467245
6990,1910,DHILLON'S FOLSOM SHELL,13397 FOLSOM BLVD,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.18177291448825,38.65409119695141
6991,1848,7-ELEVEN INC #37982,4625 SAN JUAN AVE,FAIR OAKS,CALIFORNIA,95628,Service Station or Gas Station,ARB,,,,-121.29202722257806,38.64862806373434
6992,1852,HAZEL CHEVRON,8900 MADISON AVE,FAIR OAKS,CALIFORNIA,95628,Service Station or Gas Station,ARB,,,,-121.22432177223189,38.66369929558625
6993,1921,GREENBACK CHEVRON,9881 GREENBACK LN,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.17827800422634,38.68407908158458
6994,1909,BLUE RAVINE 76,1024 E BIDWELL ST,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.15504767221213,38.6698590589486
6995,1916,CHEVRON STATION# 209216,2789 E BIDWELL ST,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.12322840366771,38.654439952242214
6996,1913,CHEVRON STATION# 209655,1890 PRAIRIE CITY RD,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.1636194298926,38.65005395322756
6997,8958,RALEY'S AISLE 1 #450,25045 BLUE RAVINE RD,FOLSOM,CALIFORNIA,95630,Hypermart,ARB,,,,-121.12365556095526,38.68997355753389
6998,1918,VCS3,500 E BIDWELL ST,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.16561326913695,38.67354869131928
6999,1919,Folsom Fuel,51 NATOMA ST,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.16295905321763,38.681613145030845
7000,8089,Folsom Mobil,7620 FOLSOM AUBURN RD,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.16991991017555,38.70485948587679
7001,1914,UNITED PACIFIC #5754,191 IRON POINT RD,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.18966258765813,38.64290973169893
7002,2257,MIMIS MINI MART,700 C ST,GALT,CALIFORNIA,95632,Service Station or Gas Station,ARB,,,,-121.30152399863346,38.2531524269431
7003,1911,Lake Forest AMPM,13401 FOLSOM BLVD,FOLSOM,CALIFORNIA,95630,Service Station or Gas Station,ARB,,,,-121.18196635776106,38.65488536846514
7004,2256,QUIK STOP MARKET #117,602 4TH ST,GALT,CALIFORNIA,95632,Service Station or Gas Station,ARB,,,,-121.30443114348235,38.24905821926163
7005,2253,RALEY'S AISLE 1 #352,10450 TWIN CITIES RD,GALT,CALIFORNIA,95632,Hypermart,ARB,,,,-121.30521930033028,38.291002573410175
7006,9101,IONE  TRADING POST,39 PRESTON AVE,IONE,CALIFORNIA,95640,Service Station or Gas Station,ARB,,,,-120.94211353750964,38.36201394149041
7007,12234,GALT GAS & FOOD,627 N LINCOLN WAY,GALT,CALIFORNIA,95632,Service Station or Gas Station,ARB,,,,-121.30216191474044,38.26708805516982
7008,2715,"VALLEY PACIFIC PETROLEUM SERVICES, INC.",349 PRESTON AVE,IONE,CALIFORNIA,95640,Service Station or Gas Station,ARB,,,,-120.9387396885856,38.35786967394648
7009,9345,FORESTHILL VALERO,23970 FORESTHILL RD,FORESTHILL,CALIFORNIA,95631,Service Station or Gas Station,ARB,,,,-120.82670071546552,39.01911041221595
7010,1972,SIERRA MINI MART INC,23010 FORESTHILL RD,FORESTHILL,CALIFORNIA,95631,Service Station or Gas Station,ARB,,,,-120.84183337011386,39.01160732971472
7011,2258,MORE FOR LESS #24,702 N LINCOLN WAY,GALT,CALIFORNIA,95632,Service Station or Gas Station,ARB,,,,-121.3026795438257,38.26814101829359
7012,8082,Robinson 202,6341 HWY 193,GEORGETOWN,CALIFORNIA,95634,Service Station or Gas Station,ARB,,,,-120.83991042892303,38.905270883944276
7013,8120,DAY & NIGHT MINI-MART,306 SUTTER ST,JACKSON,CALIFORNIA,95642,Service Station or Gas Station,ARB,,,,-120.77894141511403,38.353760060878336
7014,8826,BOYETT PETROLEUM,9425 LOCUST ST,KNIGHTS LANDING,CALIFORNIA,95645,Service Station or Gas Station,ARB,,,,-121.7202989121649,38.80011564192353
7015,12954,KNIGHTS LANDING GROCERY,9518 LOCUST ST,KNIGHTS LANDING,CALIFORNIA,95645,Service Station or Gas Station,ARB,,,,-121.72115770086708,38.79872471717221
7016,2716,CAMANCHE BLUES STORE,4232 CAMANCHE PKWY N,IONE,CALIFORNIA,95640,Service Station or Gas Station,ARB,,,,-120.9771046006966,38.24372974063514
7017,3069,SIERRA FOOD MART,320 G ST,LINCOLN,CALIFORNIA,95648,Service Station or Gas Station,ARB,,,,-121.29288268738597,38.88945339915524
7018,8619,BW # 102 - JACKSON,115 S HWY 49,JACKSON,CALIFORNIA,95642,Service Station or Gas Station,ARB,,,,-120.77188227844425,38.34612428790574
7019,3068,COLONIAL ENERGY 30120,2330 NICOLAUS RD,LINCOLN,CALIFORNIA,95648,Service Station or Gas Station,ARB,,,,-121.3252811166301,38.897396579288866
7020,2287,SIERRA STATION #12,4710 MARSHALL RD,GARDEN VALLEY,CALIFORNIA,95633,Service Station or Gas Station,ARB,,,,-120.85069336680529,38.85847219713445
7021,3072,CHEVRON STATION# 210284,945 TWELVE BRIDGE DR,LINCOLN,CALIFORNIA,95648,Service Station or Gas Station,ARB,,,,-121.28602448174428,38.851334330215344
7022,3066,LINCOLN EXPRESS MART,151 JOINER PKWY,LINCOLN,CALIFORNIA,95648,Service Station or Gas Station,ARB,,,,-121.31382049911659,38.883575255793644
7023,3266,SHELL #68158,3430 TAYLOR RD,LOOMIS,CALIFORNIA,95650,Service Station or Gas Station,ARB,,,,-121.1901663195199,38.82693289114016
7024,9777,Guys Corner,17776 COUNTY RD 89,MADISON,CALIFORNIA,95653,Service Station or Gas Station,ARB,,,,-121.96740579084448,38.6812153802857
7025,3831,Micnan LLC dba Tooley Oil Co #7,5520 DUDLEY BLVD,MCCLELLAN,CALIFORNIA,95652,Service Station or Gas Station,ARB,,,YES,-121.38682725057703,38.66723390102398
7026,4254,Newcastle Mini Mart,9300 CHANTRY HILL RD,NEWCASTLE,CALIFORNIA,95658,Service Station or Gas Station,ARB,,,,-121.13054799569332,38.87270561607147
7027,4253,FLYERS #51,601 NEWCASTLE RD,NEWCASTLE,CALIFORNIA,95658,Service Station or Gas Station,ARB,,,,-121.13047039769054,38.87211742258119
7028,4297,COLONIAL ENERGY 50151,3519 A ST,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,YES,-121.3827548505558,38.66865993530789
7029,8219,"Elk Horn Gas,Inc",4261 ELKHORN BLVD,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,YES,-121.36477446656826,38.69463136764372
7030,4299,DISCOUNT GROVERY ENT,3840 MADISON AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,,-121.37452204915309,38.661112661020695
7031,5546,FLYERS #64,8660 AUBURN BLVD,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.29035079815066,38.72225810562724
7032,4300,FLYERS #263,4250 MADISON AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,,-121.36525059014241,38.6609716419279
7033,5537,SAFEWAY FUEL 1899,1205 CIRBY WAY,ROSEVILLE,CALIFORNIA,95661,Hypermart,ARB,,,,-121.27102805190295,38.729571385311445
7034,5549,ROSEVILLE - CFP,999 SUNRISE AVE,ROSEVILLE,CALIFORNIA,95661,Other,ARB,,,,-121.27200739292668,38.72999388501002
7035,9591,THE ROSEVILLE STATION,1300 E ROSEVILLE PKWY,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.25836480429209,38.762650284782985
7036,5557,Rana Hwy 80 LLC,21 WHYTE AVE,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.29172119317836,38.72219164392944
7037,4303,DIGOLS GAS,6323 WATT AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,,-121.38299770617901,38.68204993225872
7038,9343,BHULLARS INC,4631 WATT AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,,-121.3831166271305,38.649148811668546
7039,10097,NO DBA,290 N SUNRISE AVE,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.26301318321167,38.75152541116896
7040,8853,SAFEWAY FUEL 1617,3998 DOUGLAS BLVD,ROSEVILLE,CALIFORNIA,95661,Hypermart,ARB,,,,-121.22667447244876,38.74374843833991
7041,5539,ROSEVILLE PARKWAY CHEVRON,1400 E ROSEVILLE PKWY,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.24852112195212,38.76190873799805
7042,5544,SUNRISE SHELL,601 SUNRISE AVE,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.2719226624008,38.736663996546405
7043,5540,ROSEVILLE AUTOMALL CHEVRON,1505 EUREKA RD,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.25073372578066,38.75143424239655
7044,5545,ROSEVILLE CARWASH LLC,808 SUNRISE AVE,ROSEVILLE,CALIFORNIA,95661,Service Station or Gas Station,ARB,,,,-121.27211512271458,38.73307760724593
7045,4304,SHELL #68175,7550 WATT AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,YES,-121.38266266195218,38.70321371484121
7046,4647,OHRI'S GAS AND MINI MART,9401 MADISON AVE,ORANGEVALE,CALIFORNIA,95662,Service Station or Gas Station,ARB,,,,-121.20191019469952,38.67258788712142
7047,4645,ORBIT STATION,8994 GREENBACK LN,ORANGEVALE,CALIFORNIA,95662,Service Station or Gas Station,ARB,,,,-121.22130449190867,38.678362391711175
7048,4646,CIRCLE D FOOD MART,9301 GREENBACK LN,ORANGEVALE,CALIFORNIA,95662,Service Station or Gas Station,ARB,,,,-121.20677095571487,38.67824144458715
7049,8267,PENRYN Chevron,3145 PENRYN RD,PENRYN,CALIFORNIA,95663,Service Station or Gas Station,ARB,,,,-121.16851230569819,38.83176902781862
7050,4908,PENRYN 76(PENRYN ENTERPRISES INC),3142 BOYINGTON RD,PENRYN,CALIFORNIA,95663,Service Station or Gas Station,ARB,,,,-121.16909155003486,38.83408904577298
7051,11356,AMADOR STATION,27846 INSPIRATION DR E,PIONEER,CALIFORNIA,95666,Service Station or Gas Station,ARB,,,,-120.50999847734775,38.489839163246955
7052,4643,QUIK STOP MARKET #126,8696 GREENBACK RD,ORANGEVALE,CALIFORNIA,95662,Service Station or Gas Station,ARB,,,,-121.23518924998376,38.67849653009101
7053,4301,Sacramento Petroleum,4745 WATT AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,YES,-121.38310773553344,38.65090526856353
7054,8274,FRONTIER MINI MART,20220 HWY 88,PINE GROVE,CALIFORNIA,95665,Service Station or Gas Station,ARB,,,,-120.65279810454876,38.41131292974806
7055,4302,Servo Watt,5701 WATT AVE,NORTH HIGHLANDS,CALIFORNIA,95660,Service Station or Gas Station,ARB,,,YES,-121.38304530099967,38.670338800495436
7056,5015,SIERRA FOOD & LIQUOR,99 PLACERVILLE DR,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.83476934562869,38.72442921383732
7057,5004,PLACERVILLE VALERO,1296 BROADWAY,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.783488443137,38.73171930720043
7058,5005,hangtown fuel stop,1312 BROADWAY,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.78282975179145,38.73196713337666
7059,5007,SHELL PLACERVILLE,151 MAIN ST,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.804755818626,38.72755856587533
7060,5009,MOTHERLODE MINI MART,3943 MISSOURI FLAT RD,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.8419718351319,38.713307486951145
7061,5013,FLYERS #42,519 PLACERVILLE DR,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.82697885688863,38.73337265862151
7062,5006,PLACERVILLE SHELL,150 PLACERVILLE RD,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.83572679535516,38.72570605598986
7063,9955,RED COVRAL MINI MART,22500 HWY 88,PIONEER,CALIFORNIA,95666,Service Station or Gas Station,ARB,,,,-120.60558276543213,38.419486991931315
7064,5008,Placerville AMPM,3025 FORNI RD,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.83170021938943,38.7207733923783
7065,13401,SHENANDOAH STATION,17699 VILLAGE DR,PLYMOUTH,CALIFORNIA,95669,Service Station or Gas Station,ARB,,,,-120.85505627302841,38.466775187824865
7066,5010,SAFEWAY FUEL 1724,3983 MISSOURI FLAT RD,PLACERVILLE,CALIFORNIA,95667,Hypermart,ARB,,,,-120.84077143445401,38.71224160506627
7067,5014,FUEL 4 LESS,88 MAIN ST,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.80685948937376,38.72757885188276
7068,4955,PINE GROVE STAGE STOP,19766 STATE HIGHWAY 88,PINE GROVE,CALIFORNIA,95665,Service Station or Gas Station,ARB,,,,-120.66303168166662,38.41366532509493
7069,5012,CHEVRON,4535 MISSOURI FLAT RD,PLACERVILLE,CALIFORNIA,95667,Service Station or Gas Station,ARB,,,,-120.82272561579444,38.6993304836151
7070,5151,Tributary Point AM/PM,12210 TRIBUTARY POINT DR,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.2206674130705,38.63078195932014
7071,13124,SAFEWAY FUEL 1746,10605 FOLSOM BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Hypermart,ARB,,,,-121.29392458075466,38.59373185873846
7072,5152,SUNRISE RANCHO GAS,2295 SUNRISE BLVD,GOLD RIVER,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.26779948935481,38.61896921945411
7073,5157,ZINFANDEL CHEVRON,3001 ZINFANDEL DR,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.28776792544923,38.59368107761985
7074,5156,SERVO GASOLINE,2931 MATHER FIELD RD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.30962312390787,38.58393972823602
7075,5154,rana sunrise inc,2401 SUNRISE BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.268965930733,38.61533336923974
7076,5153,CHEVRON STATION# 96080,2358 SUNRISE BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.26890486766533,38.61653187594555
7077,5155,ZINFANDEL ARCO AM/PM,2896 ZINFANDEL DR,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.28806963000922,38.59378483240427
7078,12782,UNITED PETROLEUM,10299 FOLSOM BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.30786019998811,38.58685935207768
7079,5145,7-ELEVEN INC #14098,10246 MILLS STATION RD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.30841330822741,38.583669412713384
7080,5150,CHEVRON STATION# 203186,12205 TRIBUTARY POINT DR,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.21973688724736,38.63194601659556
7081,5146,EZ STOP FOOD & LIQUOR,10501 FOLSOM BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.29678559847645,38.592322958338
7082,5394,RIO FOOD & LIQUOR,6401 RIO LINDA BLVD,RIO LINDA,CALIFORNIA,95673,Service Station or Gas Station,ARB,,,,-121.4569442212986,38.684478098185814
7083,5149,7-ELEVEN INC #35347,11079 FOLSOM BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.27292874026895,38.60400403475859
7084,5148,Harry's Liquor & Food,10847 FOLSOM BLVD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.2822548348926,38.599486274272394
7085,5159,UNITED PACIFIC #0477,3329 MATHERFIELD RD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.30250663657188,38.57417199724004
7086,5147,COLOMA FOOD AND GAS,10670 COLOMA RD,RANCHO CORDOVA,CALIFORNIA,95670,Service Station or Gas Station,ARB,,,,-121.29080160760792,38.61131047869585
7087,5395,RIO LINDA GAS & MART,732 M ST,RIO LINDA,CALIFORNIA,95673,Service Station or Gas Station,ARB,,,,-121.44871428333735,38.691042985445634
7088,5501,ROCKLIN GAS,4450 ROCKLIN RD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.22487986811123,38.78840043802995
7089,5502,ROCKLIN AM/PM,4500 ROCKLIN RD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.22123845289215,38.78837778590626
7090,5393,STOP AND SHOP MARKET,6007 DRY CREEK RD,RIO LINDA,CALIFORNIA,95673,Service Station or Gas Station,ARB,,,,-121.43847679686652,38.676722602066576
7091,5497,ROCKLIN FOOD MART,3800 ROCKLIN RD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.23593635367962,38.790627034410235
7092,5496,QUIK STOP MARKET #103,2850 SUNSET BLVD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.25185790351931,38.78639110256757
7093,13163,ARCO AM PM,4280 SIERRA COLLEGE BLVD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.20562318156445,38.8068679299112
7094,13229,"Bains oil,Inc.",2801 SUNSET BLVD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.25248810254371,38.78692251196452
7095,5504,Rocklin Chevron,6555 FAIRWAY DR,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.26494840914162,38.78358216458545
7096,5503,"K&A KALKAT, INC",6550 FAIRWAY DR,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.26484541608295,38.78383976819093
7097,5505,UNITED PACIFIC #5432,6700 FIVE STAR BLVD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.26558974806827,38.78172197628835
7098,13203,padda inc,998 RIVERSIDE AVE,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.29061018601111,38.729448764549026
7099,5550,DOUGLAS EXXON,1000 DOUGLAS BLVD,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.27899534106199,38.743917250081225
7100,5554,ARCO ampm,1139 DOUGLAS BLVD,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.27431479519151,38.74413324115636
7101,5553,GALLERIA 76,1119 GALLERIA BLVD,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.26593490067503,38.77093788547517
7102,5495,SAFEWAY FUEL 1866,2240 SUNSET BLVD,ROCKLIN,CALIFORNIA,95677,Hypermart,ARB,,,,-121.2665375309821,38.79735876659397
7103,5541,Micnan LLC dbaTooley Oil Co #51,1813 TAYLOR RD,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.25884932753425,38.75842649019059
7104,8640,7-ELEVEN INC #34671,6001 STANFORD RANCH RD,ROCKLIN,CALIFORNIA,95677,Service Station or Gas Station,ARB,,,,-121.26531615811403,38.79576297448189
7105,5543,SIERRA SHELL SERVICE,3999 DOUGLAS BLVD,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.22671878024741,38.74401810095475
7106,5561,7-ELEVEN INC #35290,604 RIVERSIDE AVE,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.29059970351331,38.73601635427147
7107,9443,CHEVRON STATION# 210283,10291 FAIRWAY DR,ROSEVILLE,CALIFORNIA,95678,Service Station or Gas Station,ARB,,,,-121.29166773837525,38.79408872191712
