OBJECTID,PIC,Facility_Name,Facility_Address,City,STATE,ZIP_Code,Operational_Designation,Source,Full_Address,Confidence,Low_Income,longitude,latitude
1,3281,WORLD OIL MARKETING COMPANY #2,1101 E FLORENCE AVE,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,YES,-118.25632578280845,33.97483141453835
2,3287,WORLD OIL MARKETING COMPANY #1,7201 S SAN PEDRO ST,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.26960947719544,33.97468611377332
3,3283,LEE'S MOBIL,1502 FIRESTONE BLVD,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,YES,-118.24697331376726,33.960109173599655
4,3291,AHNS MOBIL,254 W SLAUSON AVE,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.27752847995524,33.989121847795246
5,3282,FIRESTONE SHELL,1454 FIRESTONE BLVD,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,YES,-118.24801184547017,33.9600868866007
6,3296,"Rashid &Sons, Inc",6303 S FIGUEROA ST,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.28272518362022,33.981870399199735
7,3286,OSCAR'S GAS & MINI MART INC,6320 HOLMES AVE,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,YES,-118.2411173494859,33.982541941857285
8,12817,FLORANCE SERVICE STATION,303 W FLORENCE AVE,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.27845778090166,33.974723208109744
9,3288,A & N SERVICE STATION,7831 S ALAMEDA ST,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,,-118.23352005760442,33.968347404209624
10,3284,WORLD OIL MARKETING COMPANY #13,1935 E FLORENCE AVE,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,YES,-118.23775603171535,33.97482527576608
11,3298,AVALON ARCO,9600 AVALON BLVD,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.26508997742037,33.949211907603605
12,3294,FLORENCE CHEVRON,428 W FLORENCE AVE,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.2813757544873,33.97461028743499
13,3293,M & M GAS STATION & MINI-MART,343 W GAGE AVE,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.279959199957,33.98244403446479
14,3297,UNITED PACIFIC #5607,8600 S FIGUEROA ST,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.28262824929415,33.960034450729474
15,3285,SHELL,605 E FLORENCE AVE,LOS ANGELES,CALIFORNIA,90001,Service Station or Gas Station,ARB,,,YES,-118.2650524900802,33.974786610313984
16,3302,Vermont Gas & Mart,341 N VERMONT AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,YES,-118.29174004266869,34.07689831270722
17,3306,MELROSE & VINE MINI MART,655 N ROSSMORE AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,,-118.32667517521897,34.08311462543986
18,3289,GSE 76 FIGUEROA,10000 S FIGUEROA ST,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.28254839129507,33.945501125876426
19,3301,UNITED PACIFIC #5706,304 N VERMONT AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,,-118.29160920659943,34.07642529539121
20,3307,CIRCLE K MOBIL STORE 2211098,657 N VERMONT AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,YES,-118.2917781640309,34.082813293199116
21,3292,G&M OIL COMPANY #79,256 E MANCHESTER AVE,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.2697110025606,33.9601224215127
22,3305,GSE 76 VERMONT,591 N VERMONT AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,YES,-118.29177262870371,34.08169827505549
23,3309,"VERMONT 7, INC.",700 S VERMONT AVE,LOS ANGELES,CALIFORNIA,90005,Service Station or Gas Station,ARB,,,YES,-118.2915604732371,34.05975980027476
24,3312,UNOCAL 76,1000 S VERMONT AVE,LOS ANGELES,CALIFORNIA,90006,Service Station or Gas Station,ARB,,,YES,-118.29154683771623,34.05245822976372
25,3314,USA #63281,1205 S ALVARADO ST,LOS ANGELES,CALIFORNIA,90006,Service Station or Gas Station,ARB,,,YES,-118.2818780240514,34.048637458252315
26,12914,BEVERLY 76,4700 BEVERLY BLVD,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,,-118.31140461223296,34.076200822809945
27,8171,"BROADWAY CENTURY , INC.",9915 S BROADWAY,LOS ANGELES,CALIFORNIA,90003,Service Station or Gas Station,ARB,,,YES,-118.27846374880285,33.94632208369736
28,3303,CONSERV FUEL SITE #6121,3625 BEVERLY BLVD,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,YES,-118.28725042196922,34.075829868653685
29,3300,JIN'S WESTERN SHELL,270 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,YES,-118.30904106799073,34.069615551516755
30,3304,CALVERY INDO MOBIL,4605 BEVERLY BLVD,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,,-118.30933865995107,34.076317579093185
31,3317,LZZ IN KUS MOBIL,958 S ALVARADO ST,LOS ANGELES,CALIFORNIA,90006,Service Station or Gas Station,ARB,,,YES,-118.27933958415429,34.05237364312931
32,10572,#1 FUEL,655 N WESTERN AVE,LOS ANGELES,CALIFORNIA,90004,Service Station or Gas Station,ARB,,,,-118.30918493973304,34.08267842007323
33,3316,UNITED PACIFIC #155,2503 W PICO BLVD,LOS ANGELES,CALIFORNIA,90006,Service Station or Gas Station,ARB,,,YES,-118.29171020406247,34.047321195217194
34,12986,CIRCLE K STORE 2709440,524 W ADAMS BLVD,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.27520906094921,34.027729677582805
35,3327,USC Petroelum,3775 S VERMONT AVE,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.29159940668713,34.01815340685443
36,3315,PICO SHELL & CAR WASH,1303 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90006,Service Station or Gas Station,ARB,,,YES,-118.30909263601617,34.047151805211804
37,3321,VERMONT FUEL INC,2202 S VERMONT AVE,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.29148468377097,34.03592101664179
38,3324,Adams Fuel Inc,2603 S NORMANDIE AVE,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.30032079177093,34.03264336639843
39,9109,JAMES SERVICE CENTER,3950 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CALIFORNIA,90008,Service Station or Gas Station,ARB,,,YES,-118.34232539689941,34.01501812468692
40,3320,CIRCLE K MOBIL STORE 2211253,1940 S HOOVER ST,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.28399219798136,34.038677380257056
41,3323,NORMANDIE AND 23RD GAS MART,2217 S NORMANDIE AVE,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.30034555550282,34.03647378044082
42,3318,LS UNION 76,1403 W ADAMS BLVD,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.2916665716548,34.03280183413748
43,3322,JASON'S ARCO & MINI-MART,2211 S HOOVER ST,LOS ANGELES,CALIFORNIA,90007,Service Station or Gas Station,ARB,,,YES,-118.28405130502355,34.03590359137788
44,3357,UNITED PACIFIC #182,5100 W JEFFERSON BLVD,LOS ANGELES,CALIFORNIA,90006,Service Station or Gas Station,ARB,,,,-118.35488853647658,34.025441947088304
45,3330,NEIGHBORBOOD SHELL,1285 E VERNON AVE,LOS ANGELES,CALIFORNIA,90011,Service Station or Gas Station,ARB,,,YES,-118.25237630032586,34.003948540492935
46,3333,WINALL OIL #9,4442 S AVALON BLVD,LOS ANGELES,CALIFORNIA,90011,Service Station or Gas Station,ARB,,,YES,-118.26516613830651,34.00329348330787
47,3336,Shell,900 N HILL ST,LOS ANGELES,CALIFORNIA,90012,Service Station or Gas Station,ARB,,,YES,-118.23863669642625,34.06443096981362
48,3328,WILSHIRE FOOD & GAS STATION INC,3201 WILSHIRE BLVD,LOS ANGELES,CALIFORNIA,90010,Service Station or Gas Station,ARB,,,,-118.29167300810268,34.06185852565063
49,3341,UNITED PACIFIC #170,1600 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,YES,-118.27421913940161,34.04914403107235
50,3331,MARQUEZ SERVICE STATION,2603 S CENTRAL AVE,LOS ANGELES,CALIFORNIA,90011,Service Station or Gas Station,ARB,,,YES,-118.2550182548884,34.01870208503335
51,3339,OIL PRO inc,1045 BLAINE ST,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,YES,-118.27096994460706,34.04610087815322
52,4062,CHEVRON #3,901 N ALAMEDA,LOS ANGELES,CALIFORNIA,90012,Service Station or Gas Station,ARB,,,YES,-118.23711980093792,34.05817981284828
53,3340,MAIN ST FUELS INC,1516 S MAIN ST,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,YES,-118.26205411800298,34.0341335052572
54,3342,SGRAND SHELL & 7-ELEVEN,504 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,,-118.2607496954419,34.042977141482076
55,3348,RAFFIS CHEVRON,2538 CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,YES,-118.33469068872417,34.03320492376844
56,3343,CHEVRON STATION# 96606,525 W WASHINGTON BLVD,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,YES,-118.27102182919393,34.03406272951157
57,3353,AL'S WESTSIDE #1,3412 SOUTH CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,YES,-118.33507059023542,34.0246274850706
58,3354,CRENSHAW SHELL,3645 CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,,-118.33518883849392,34.02239379034136
59,3347,LA BREA VALERO,2339 S LA BREA AVE,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,,-118.34974730029752,34.03562199026283
60,3346,CIRCLE K MOBIL STORE 2211146,1925 CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,,-118.33124111238725,34.039621334757044
61,3351,WFG CRENSHAW,3063 S CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,,-118.33519458066519,34.02663260181331
62,3356,ARCO #42114,4406 W ADAMS BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,,-118.33525678946907,34.03250935931967
63,3352,Z & R OIL CORP,3300 S LA CIENEGA BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,,-118.37183436106673,34.02815965784207
64,3344,CERVANTES CHEVRON FOODMART / EXTRA MILE 5243,650 E WASHINGTON BLVD,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,YES,-118.27399961309149,34.035212515445416
65,3358,Kim's Shell,5164 W WASHINGTON BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,YES,-118.3530059136918,34.0411723019603
66,3349,76 Adams,2545 S CRENSHAW BLVD,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,YES,-118.33485580694978,34.033167661258794
67,3361,EZB INC,1904 W WASHINGTON BLVD,LOS ANGELES,CALIFORNIA,90018,Service Station or Gas Station,ARB,,,YES,-118.30048789120309,34.03991020868937
68,3360,DOWNTOWN GLOBE INC,1307 W 6TH ST,LOS ANGELES,CALIFORNIA,90017,Service Station or Gas Station,ARB,,,YES,-118.26580519565309,34.05566457096334
69,3365,CIRCLE K MOBIL STORE 2211314,4380 W ADAMS BOULEVARD,LOS ANGELES,CALIFORNIA,90018,Service Station or Gas Station,ARB,,,YES,-118.33446369624244,34.03251335500748
70,3363,UNITED PACIFIC #150,2121 ARLINGTON AVE,LOS ANGELES,CALIFORNIA,90018,Service Station or Gas Station,ARB,,,,-118.31779306509767,34.037578763948936
71,3362,MK CHEVRON,1907 S ARLINGTON AVE,LOS ANGELES,CALIFORNIA,90018,Service Station or Gas Station,ARB,,,,-118.31775591500329,34.039148945167874
72,3350,SAMS CHEVRON,2546 LA BREA AVE,LOS ANGELES,CALIFORNIA,90016,Service Station or Gas Station,ARB,,,YES,-118.35074966306631,34.03264011714789
73,3370,HAN'S ONESTOP ENTERPRISES INC,3481 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90019,Other,ARB,,,,-118.31406971804286,34.05263332057147
74,3371,CIRCLE K MOBIL STORE 2211109,3950 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90019,Service Station or Gas Station,ARB,,,,-118.32043943173427,34.053662290682354
75,3364,HAN'S UNION 76,3774 S WESTERN AVE,LOS ANGELES,CALIFORNIA,90018,Service Station or Gas Station,ARB,,,YES,-118.30882191669794,34.018215228949806
76,3369,WESTERN OIL INC,3309 W OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90019,Service Station or Gas Station,ARB,,,,-118.30938237149911,34.05268791211761
77,3378,3RD STREET CHEVRON,3817 W 3RD ST,LOS ANGELES,CALIFORNIA,90020,Service Station or Gas Station,ARB,,,YES,-118.29816876357744,34.06908157995111
78,8552,UNITED PACIFIC #163,4931 W PICO BLVD,LOS ANGELES,CALIFORNIA,90019,Service Station or Gas Station,ARB,,,,-118.34418447723166,34.04798816122486
79,3379,"KS 4000, INC",4000 W 6TH ST,LOS ANGELES,CALIFORNIA,90020,Service Station or Gas Station,ARB,,,YES,-118.31037399456402,34.063460684063514
80,3375,E.V.A. EL-KHOURY VENICE INC,5420 VENICE BLVD,LOS ANGELES,CALIFORNIA,90019,Service Station or Gas Station,ARB,,,,-118.35769957437572,34.04402869446893
81,3308,UNION 76,3501 W 3RD ST,LOS ANGELES,CALIFORNIA,90020,Service Station or Gas Station,ARB,,,YES,-118.29170509771193,34.069108808724714
82,12942,CFS 121 CENTRAL,791 S CENTRAL AVE,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,YES,-118.24280616836984,34.03452600267305
83,3367,LA BREA 76,1515 S LA BREA AVE,LOS ANGELES,CALIFORNIA,90019,Service Station or Gas Station,ARB,,,,-118.34516405927378,34.046657988375586
84,3384,SHELL GAS STATION,1541 S CENTRAL AVE,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,YES,-118.24820947059041,34.02710157757598
85,3386,A & C SERVICE INC.,1800 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,,-118.23851497138865,34.02740206175599
86,3377,6TH AND CATALINA,3325 W 6TH ST,LOS ANGELES,CALIFORNIA,90020,Service Station or Gas Station,ARB,,,,-118.29446121761099,34.06366303871843
87,11117,CFS 128 ALAMEDA,1631 S ALAMEDA ST,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,YES,-118.23948392794078,34.0218272381368
88,3385,WASHINGTON MOBIL,1690 S ALAMEDA ST,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,,-118.23944214363986,34.020435366399276
89,3381,PANROSE CORP,1317 E WASHINGTON BLVD,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,YES,-118.24993520484568,34.024333650477736
90,3355,G&M OIL COMPANY #111,3742 S LA BREA AVE,LOS ANGELES,CALIFORNIA,90015,Service Station or Gas Station,ARB,,,YES,-118.35552156207031,34.019269076107186
91,3383,BOUTROS SHELL,1520 S SANTA FE AVE,LOS ANGELES,CALIFORNIA,90021,Service Station or Gas Station,ARB,,,,-118.22985123464662,34.026426604004754
92,3394,ARCO AMPM,4625 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,,-118.17044441427817,34.01886660251184
93,3392,"Atlanticpetroleum, Inc.",301 S ATLANTIC BLVD,LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,,-118.15379656026288,34.03214579309407
94,1613,USA #63286,5756 WHITTIER BLVD,COMMERCE,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,,-118.14667086746641,34.018120170609606
95,3396,UNITED PACIFIC #183,5200 WHITTIER BLVD,LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,YES,-118.1572643928373,34.02036249703179
96,3397,UNITED PACIFIC #154,705 N EASTERN,LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,,-118.17369257575162,34.04433912605003
97,3398,RADA INDUSTRIES INC,1060 S DITMAN AVE,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,YES,-118.18917786356742,34.02142695349129
98,3395,"EDCO Stations, Inc.",5050 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,YES,-118.16164334386504,34.016901487613715
99,3399,EMILE'S MOBIL,1166 S SOTO ST,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,,-118.21919809231797,34.028277713645686
100,3390,GSE 76 SOTO,1171 S SOTO ST,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,YES,-118.21941700978704,34.02841762027714
101,10151,AMMEX II,3154 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,YES,-118.21131804818924,34.02046075605933
102,3400,HANNAS SHELL,1410 SOUTH SOTO ST,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,YES,-118.2198308328265,34.02375911319271
103,3402,"M&M AUTO SPA, INC.",2740 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,YES,-118.21899868564066,34.023856141947505
104,3407,CHEVRON STATION# 93100,10984 LE CONTE AVE,LOS ANGELES,CALIFORNIA,90024,Service Station or Gas Station,ARB,,,YES,-118.44843376110902,34.063576859384746
105,3405,UNITED PACIFIC #134,3915 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,,-118.19166277671563,34.0189231923517
106,12876,CFS 2 OLYMPIC,2655 E OLYMPIC BLVD,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,YES,-118.2207501387078,34.024745252191885
107,8157,BLUE WAVE CAR WASH,11602 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.4539989368013,34.04459458747044
108,3409,GOLDENWEST TRIANGLE INC,10857 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.4369542236583,34.04993034790744
109,13395,GLEN PETRO INC,300 S ATLANTIC BLVD,EAST LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,,-118.15354593449709,34.03203628264851
110,3391,Quan Service Center,250 S ATLANTIC BLVD,LOS ANGELES,CALIFORNIA,90022,Service Station or Gas Station,ARB,,,YES,-118.15211151853164,34.03365808765083
111,3404,MID CITY ARCO,3401 WHITTIER BLVD,LOS ANGELES,CALIFORNIA,90023,Service Station or Gas Station,ARB,,,,-118.20088752583848,34.02780582587834
112,3415,SEPULVEDA WEST CAR WASH,2001 S SEPULVEDA BLVD,LOS ANGELES,CALIFORNIA,90025,Other,ARB,,,,-118.44032850245821,34.04291970358163
113,3408,CENTURY CITY 76,10389 SANTA MONICA BLVD,CENTURY CITY,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.4234359438136,34.05809127099555
114,10933,NONOS 76,11954 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.46127635961615,34.04138591342936
115,3410,CHEVRON STATION# 91965,10867 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.43722584769452,34.04984424861336
116,3414,"The Corner Enterprises, Inc",1660 S SEPULVEDA BLVD,WEST LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.44459092293259,34.04809890913753
117,3412,SINACO OIL 2 CORP,11305 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.44863723721858,34.046500416361305
118,3419,ARCO AMPM,1605 GLENDALE BLVD,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.2601738577372,34.083775900537546
119,3420,SUNSET PETRO INC,2035 W SUNSET BLVD,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.26283760467155,34.07778606767309
120,11743,SILVER LAKE MOBIL,515 N SILVER LAKE BLVD,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.279938904057,34.077901556811604
121,12513,SANTA MONICA CHEVRON,11261 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90025,Service Station or Gas Station,ARB,,,,-118.44776198642634,34.04673796958183
122,3416,UNITED PACIFIC #145,1465 GLENDALE BLVD,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.26030380077962,34.081200739522686
123,3417,UNITED PACIFIC #188,1467 W SUNSET BLVD,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.25415859744116,34.075441916411464
124,3422,CIRCLE K MOBIL STORE 2211228,2608 W TEMPLE ST,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,YES,-118.2749663743985,34.072511639201124
125,3424,"DEEPZ INVESTMENTS, INC",501 GLENDALE BLVD,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.26094602104189,34.0681575751122
126,3418,MAGIC GAS & AUTO SERVICE,1600 ECHO PARK AVE,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.25446878350739,34.08149436187544
127,11721,SUNSET SATER OIL,5007 SUNSET BLVD,LOS ANGELES,CALIFORNIA,90027,Service Station or Gas Station,ARB,,,YES,-118.29848408836986,34.09819494763886
128,3421,VAZIN CORP ARCO AMPM,2106 W TEMPLE ST,LOS ANGELES,CALIFORNIA,90026,Service Station or Gas Station,ARB,,,,-118.26813446403412,34.07025591108156
129,3429,LOS FELIZ SERVICE STATION,2134 N VERMONT AVE,LOS ANGELES,CALIFORNIA,90027,Service Station or Gas Station,ARB,,,,-118.29173434366487,34.11085158343405
130,3426,SUNRISE ENERGY,1300 N WESTERN AVE,LOS ANGELES,CALIFORNIA,90027,Service Station or Gas Station,ARB,,,YES,-118.30914373099824,34.09491215147481
131,3432,UNITED PACIFIC #177,4456 LOS FELIZ BLVD,LOS ANGELES,CALIFORNIA,90027,Service Station or Gas Station,ARB,,,,-118.2864779870693,34.11201300749444
132,3433,USA #63183,5025 W SUNSET BLVD,LOS ANGELES,CALIFORNIA,90027,Service Station or Gas Station,ARB,,,YES,-118.29887391659781,34.09819023249343
133,8167,SHELL #68556,5657 SUNSET BLVD,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,YES,-118.31338697073198,34.09811627314768
134,3438,RHA INC dba ART'S 76,5890 HOLLYWOOD BLVD,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,,-118.31789247975401,34.10162937309722
135,3437,CIRCLE K MOBIL SITE #2211262,5857 WEST SUNSET BLVD,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,,-118.31701515062849,34.098112941159435
136,3434,FOUNTAIN SHELL,1309 N LA BREA AVE,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,,-118.3441556044974,34.09453111771708
137,3428,Mike's Station Inc,1868 N WESTERN AVE,LOS ANGELES,CALIFORNIA,90027,Service Station or Gas Station,ARB,,,YES,-118.30925131779398,34.10488441438447
138,3435,7 DAYS STATION INC,1787 N HIGHLAND AVE,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,,-118.33884104287966,34.10358068160335
139,3436,HOLLYWOOD SERVICE STATION INC,5700 HOLLYWOOD BLVD,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,YES,-118.31370875625394,34.10166308598279
140,3448,SHELTER GAS & FOOD MART,924 N VIRGIL AVE,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,YES,-118.28681076410531,34.08832203283573
141,11660,PETROL X,4501 MELROSE AVE,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,,-118.29785381650025,34.08362380989108
142,3443,K NALBANDIAN SERVICE CENTER,1270 N VERMONT AVE,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,,-118.29167708562883,34.094946021741784
143,8908,ARCO SMOG PROS,6100 FRANKLIN AVE,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,YES,-118.32243544374056,34.105173478073674
144,3445,MELROSE CHEVRON,4590 MELROSE AVE,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,YES,-118.3002220210293,34.08349211317069
145,10365,MELROSE 76,4600 MELROSE AVE,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,YES,-118.3004787307087,34.08349211317069
146,3439,YRT INC dba Franklin 76,6051 FRANKLIN AVE,LOS ANGELES,CALIFORNIA,90028,Service Station or Gas Station,ARB,,,,-118.32132012972009,34.105295667161485
147,3452,BROADWAY FUEL SERVICE,3130 N BROADWAY,LOS ANGELES,CALIFORNIA,90031,Service Station or Gas Station,ARB,,,YES,-118.20866557785402,34.07368315185619
148,3451,BROADWAY GAS MART INC,2829 N BROADWAY,LOS ANGELES,CALIFORNIA,90031,Service Station or Gas Station,ARB,,,YES,-118.21267489403104,34.073732464382026
149,3450,USA #63070,2214 N BROADWAY,LOS ANGELES,CALIFORNIA,90031,Service Station or Gas Station,ARB,,,YES,-118.217686715969,34.07357172225729
150,3453,B & K SHELL,3200 N BROADWAY,LOS ANGELES,CALIFORNIA,90031,Service Station or Gas Station,ARB,,,YES,-118.20774268907371,34.07368724287222
151,11367,NORTH MAIN SERVICE,2829 N MAIN ST,LOS ANGELES,CALIFORNIA,90031,Service Station or Gas Station,ARB,,,YES,-118.21246967323665,34.06606480864421
152,3449,BROADWAY 76,2001 N BROADWAY,LOS ANGELES,CALIFORNIA,90031,Service Station or Gas Station,ARB,,,,-118.22014188404056,34.072688970220085
153,3446,ARCO AMPM,4666 SANTA MONICA BLVD,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,YES,-118.29090599791334,34.09082249796015
154,13354,7-ELEVEN INC #34990,5530 VALLEY BLVD,LOS ANGELES,CALIFORNIA,90032,Service Station or Gas Station,ARB,,,,-118.16240556966117,34.07422025126376
155,3447,UNITED PACIFIC #148,800 N WESTERN AVE,LOS ANGELES,CALIFORNIA,90029,Service Station or Gas Station,ARB,,,YES,-118.30906292961036,34.0845127537608
156,13230,METRO GAS COMPANY INC,2925 E CESAR E CHAVEZ AVE,LOS ANGELES,CALIFORNIA,90033,Service Station or Gas Station,ARB,,,YES,-118.20052673851802,34.0436698137112
